UID,Rec,Inf,Name,Position,Club,Nat,Height,Weight,WR,Age,Transfer Value,Based,Division,Expires,Wage,Left Foot,Personality,Preferred Foot,Birth City,Best Pos,Max WD,Min WD,Hdrs A,Tck/90,Tck W,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,AT Apps,Yel,xG,Saves/90,Tgls/90,Tcon/90,Tcon,Tgls,Starts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps,Gls/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Con/90,Cln/90,Clean Sheets,Av Rat,Mins/Gl,Ast,Apps,AT Lge Gls,AT Lge Apps,AT Gls,Max AP,Min AP,Style,NoB
29106915,- -  -,Ama,Evan Galvin,M (R),Ringmahon,IRL,"5'5""",63 kg,,28,Unknown,Ireland (Munster Premier Division),Irish Munster Senior League Premier Division,-,N/A,-,,Unknown,Cork,-,N/A,N/A,3,-,1,1,100%,-,33%,-,1,-,-,0,3,-,-,-,-,-,0,-,1,-,5,-,-,-,13,-,15,87%,-,0,-,0,-,2,0%,0,0,-,0,-,0,-,-,0,-,33%,-,1,-,0,0,-,-,-,0.03,-,2,-,3.9km,-,0,-,2,-,-,-,0,0,-,-,0,-,-,78,0,0.10,-,-,-,-,0,-,0,-,0,-,0,-,-,-,0,-,0.10,-,-,18.50,37,,,-,-,-,-,-,-,0,2,-,0,0,100%,0,0,-,-0.10,-,0.00,-,-,-,6.95,-,0,0 (2),6,74,6,-,-,,IRL
29222419,- -  -,Ama,Zak O'Neill,M (C),Moyle Park,IRL,"5'7""",63 kg,,24,Unknown,Ireland (Irish Lower Division),Irish Lower Division,-,N/A,-,,Unknown,-,-,N/A,N/A,0,0.75,3,4,75%,1.75,29%,0.50,2,0.00,0.00,0,7,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,13.75,55,20.00,80,69%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.14,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,0.25,-,104,0,0.97,-,0.00,0.00,-,0,4,0,1.30,0,-,0,-,-,-,0,0.24,0.97,-,-,90.00,360,,,-,-,-,-,-,-,0,0,-,0,4,0%,1,1,0.24,-0.97,0.12,0.46,-,-,-,6.50,-,1,4,1,104,1,-,-,,IRL
89024046,- -  -,,Jordaan Brown,D (C),Rushall,ENG,"6'2""",85 kg,,32,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€120 p/w,-,,Unknown,London,D (C),N/A,N/A,251,1.23,42,57,74%,0.61,29%,0.18,6,0.09,0.20,7,21,-,-,-,-,4.41,151,1.31,45,4.29,147,13.84,8.96,51.52,"1,765",60.08,"2,058",86%,0.38,13,0.09,3,0.88,30,9%,0,2,0.12,4,0.38,13,0.90,1.61,55,4.76,73%,5.34,183,1.99,0,0,-,-,-,0.09,0.12,4,11.2km,383.2km,0.09,3,0.96,33,10%,14%,2.19,75,3,0.09,0.35,12,0.03,7.33,293,9,1.94,-,1.20,1.49,-,41,33,0,0.92,0,100%,1,-,-,-,1,0.03,1.15,"1,492.00",-,79.05,"3,083",,,-,-,-,-,0.09,-,3,10,-,23,6,26%,29,9,0.06,1.06,0.04,1.31,-,-,-,6.80,"1,027.67",1,33 (6),12,290,12,-,-,,ENG
74014979,- -  -,Inj,Shane Sutton,D (C),King's Lynn,WAL,"6'1""",77 kg,,35,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€500 p/w,-,,Unknown,Hereford,D (C),N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,410,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,410,23,-,-,,ENG
52080421,- -  -,FrA,Joe Doyle,"AM (RC), ST (C)",,IRL,"5'9""",71 kg,,26,€0,Ireland,-,-,-,-,,Unknown,-,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,138,33,-,-,,IRL
74059121,- -  -,,Nathan Wood,M/AM (L),Cork City,WAL,"6'1""",75 kg,,26,Unknown,Ireland (First Division),Irish First Division,30/6/2025,€700 p/w,-,,Unknown,-,-,N/A,N/A,13,1.90,4,4,100%,1.90,50%,0.95,2,0.00,0.00,0,4,-,-,-,-,0.95,2,3.33,7,9.52,20,4.29,15.71,29.05,61,33.81,71,86%,0.95,2,0.48,1,4.29,9,11%,0,0,0.00,0,0.95,2,0.00,1.43,3,11.43,0%,0.00,0,6.19,0,0,-,-,-,0.09,1.43,3,13.0km,27.2km,0.48,1,4.29,9,11%,50%,2.38,5,1,0.48,0.48,1,-,6.19,131,0,0.35,-,1.43,0.48,-,3,2,0,1.90,0,-,0,-,-,-,0,0.17,0.35,77.00,-,47.25,189,,,-,-,-,-,0.95,-,2,3,-,0,1,75%,4,2,0.17,1.65,0.08,0.16,-,-,-,7.00,94.50,0,2 (2),26,129,27,-,-,,WAL
61089680,- -  -,Loa,Jack Larkin,M (C),Cobh Ramblers,IRL,"5'11""",76 kg,,23,Unknown,Ireland (First Division),Irish First Division,30/11/2024,€150 p/w,-,,Unknown,Waterford,-,N/A,N/A,3,-,1,1,100%,-,100%,-,2,-,-,0,2,-,-,-,-,-,3,-,1,-,4,-,-,-,19,-,21,90%,-,0,-,0,-,0,-,0,0,-,0,-,0,-,-,0,-,67%,-,2,-,0,0,-,-,-,0.00,-,0,-,3.9km,-,0,-,0,-,-,-,0,0,-,-,0,-,-,51,0,0.00,-,-,-,-,1,-,0,-,0,-,0,-,-,-,0,-,0.00,-,-,14.00,42,,,-,-,-,-,-,-,0,1,-,1,1,33%,0,0,-,0.00,-,0.00,-,-,-,6.50,-,0,0 (3),6,47,7,-,-,,IRL
29037325,- -  -,,Ryan Qualter,D (C),Buxton,ENG,"6'2""",96 kg,,32,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€230 p/w,-,,Unknown,York,D (C),N/A,N/A,3,-,2,2,100%,-,-,-,-,-,-,0,0,-,-,-,-,-,3,-,3,-,6,-,-,-,18,-,30,60%,-,0,-,0,-,0,-,0,0,-,0,-,0,-,-,0,-,100%,-,3,-,0,0,-,-,-,0.00,-,0,-,5.6km,-,0,-,0,-,-,-,1,0,-,-,0,-,-,267,0,0.00,-,-,-,-,1,-,0,-,0,-,0,-,-,-,0,-,0.00,-,-,23.00,46,,,-,-,-,-,-,-,0,0,-,0,2,0%,0,0,-,0.00,-,0.00,-,-,-,6.70,-,0,0 (2),13,266,13,-,-,,ENG
138469,- -  -,,Roderick Briffa,"D (R), M (C)",Pietà H.,MLT,"6'0""",75 kg,,42,Unknown,Malta (Challenge League),Maltese Challenge League,31/5/2024,€600 p/w,-,,Unknown,Birkirkara,-,N/A,N/A,0,1.50,51,54,94%,0.47,0%,0.00,0,0.00,0.00,0,16,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,12.91,439,20.00,680,65%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.13,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,0.12,-,514,0,2.06,-,0.00,0.00,-,0,34,1,1.00,1,-,0,-,-,-,0,0.06,2.06,-,-,90.00,"3,060",,,-,6.32,0,5 (1),-,-,0,0,-,0,34,0%,46,25,0.06,-2.06,0.06,2.09,-,-,-,6.31,-,4,34,46,514,46,-,-,,MLT
2000271020,- -  -,Ama,Daniel Stokoe,M (C),Monaghan Utd,ENG,"5'9""",72 kg,,22,Unknown,Ireland (Munster Second Division),Irish Munster Senior League Second Division,-,N/A,-,,Unknown,-,-,N/A,N/A,15,1.00,3,7,43%,0.33,0%,0.00,0,0.00,0.00,0,1,-,-,-,-,3.68,11,3.35,10,8.70,26,7.70,16.06,37.81,113,43.16,129,88%,0.67,2,0.00,0,0.33,1,0%,0,0,0.00,0,0.67,2,0.00,1.00,3,6.36,20%,1.00,3,4.01,0,0,-,-,-,0.04,1.00,3,11.7km,34.9km,0.00,0,0.33,1,-,-,0.67,2,1,0.33,1.34,4,-,5.02,25,0,0.04,-,1.67,1.67,-,5,4,0,1.60,0,-,0,-,-,-,0,0.01,0.04,-,-,67.25,269,,,-,-,-,-,-,-,0,2,-,1,1,50%,4,4,0.01,-0.04,0.05,0.15,-,-,-,6.28,-,0,4,5,25,5,-,-,,ENG
29110719,- -  -,,Josh Amis,ST (C),Warrington,ENG,"6'1""",92 kg,,29,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€230 p/w,-,,Unknown,Liverpool,ST (C),N/A,N/A,106,1.14,7,9,78%,3.74,43%,1.63,10,0.49,0.16,1,23,-,-,-,-,0.49,3,2.77,17,7.32,45,6.51,7.65,16.60,102,20.83,128,80%,0.33,2,0.16,1,0.33,2,50%,8,0,0.00,0,0.33,2,0.16,1.30,8,6.18,52%,8.95,55,8.30,0,0,-,-,-,0.18,0.33,2,13.3km,81.7km,0.16,1,0.33,2,50%,9%,0.49,3,0,-,0.16,1,-,17.25,221,1,4.05,-,1.46,1.46,-,9,2,0,1.64,1,-,0,-,-,-,0,0.66,4.05,116.00,-,25.14,553,,,-,-,-,-,0.33,-,2,11,-,8,3,50%,12,7,0.66,-2.05,0.01,0.06,-,-,-,6.71,276.50,0,2 (20),63,219,63,-,-,,ENG
29023596,- -  -,,Tommy Taylor,GK,Darlington,ENG,"6'3""",86 kg,,31,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€575 p/w,-,,Unknown,Leeds,GK,N/A,N/A,-,0.00,0,8,0%,-,-,-,-,-,-,-,0,28,81,72,77%,1.58,76,0.00,0,0.00,0,8.52,14.73,11.83,568,24.10,"1,157",49%,0.04,2,-,-,-,-,-,0,3,0.00,0,0.06,3,0.00,0.42,20,0.04,-,-,-,-,-,-,85%,0.00,0.18,0.00,-,0,6.3km,302.9km,-,-,-,-,-,-,7.62,-,2,0.04,-,-,0.02,-,284,0,0.00,3,1.31,1.40,67,63,48,0,1.35,4,-,0,0%,0,8,0,0.00,0.00,-,0.00,90.00,"4,320",,,-,-,-,-,-,67,0,17,-,17,14,35%,0,0,0.00,0.00,0.02,0.94,1.40,0.23,11,6.75,-,1,48,-,282,-,-,-,,ENG
29222421,- -  -,Ama,Jack Hudson,D (LC),Monaghan Utd,IRL,"6'1""",80 kg,,24,Unknown,Ireland (Munster Second Division),Irish Munster Senior League Second Division,-,N/A,-,,Unknown,-,-,N/A,N/A,27,0.75,3,5,60%,0.25,0%,0.00,0,0.00,1.25,5,1,-,-,-,-,3.50,14,1.25,5,3.00,12,20.00,2.50,40.00,160,50.75,203,79%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.75,0.75,3,4.50,59%,4.00,16,2.75,0,0,-,-,-,0.28,0.75,3,11.4km,45.7km,0.00,0,0.00,0,-,-,2.00,8,0,-,0.25,1,-,6.75,112,0,0.28,-,1.50,1.25,-,6,4,0,1.60,0,-,0,-,-,-,0,0.07,0.28,-,-,90.00,360,,,-,-,-,-,-,-,0,2,-,1,1,50%,3,1,0.07,-0.28,0.04,0.14,-,-,-,6.25,-,0,4,2,112,2,-,-,,IRL
2000209154,- -  -,Yth,Nathan Hart,"AM (RL), ST (C)",Yeovil,ENG,"6'1""",66 kg,,18,Unknown,England (Vanarama South),Vanarama National League South,30/6/2024,€60 p/w,-,,Unknown,-,"M/AM (RL), ST (RL)",N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,ENG
2000328774,- -  -,,Callum Pinto,M (C),Tamworth,ENG,"5'10""",71 kg,,20,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€325 p/w,-,,Unknown,-,"DM, M (C)",N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,ENG
52063523,- -  -,Ama,Sodiq Oguntola,ST (C),Bluebell Utd,NGA,"5'11""",80 kg,,30,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,-,-,N/A,N/A,59,1.20,6,6,100%,1.20,50%,0.60,3,0.20,0.00,0,6,-,-,-,-,0.60,3,1.00,5,5.60,28,3.80,17.20,20.60,103,23.00,115,90%,0.60,3,0.00,0,0.60,3,0%,6,0,0.00,0,0.60,3,0.20,1.20,6,6.80,36%,4.20,21,7.60,0,0,-,-,-,0.20,1.40,7,11.6km,58.0km,0.00,0,0.60,3,-,17%,0.20,1,0,-,0.20,1,0.20,11.80,59,0,1.20,-,1.00,2.40,-,5,5,0,0.85,0,-,0,-,-,-,0,0.24,1.20,0.00,-,90.00,450,,,-,-,-,-,0.20,-,1,0,-,4,1,0%,8,17,0.24,-0.20,0.08,0.40,-,-,-,6.64,450.00,1,5,7,52,12,-,-,,NGA
29175429,- -  -,,Dylan Hand,D (C),Athlone Town,IRL,"5'11""",68 kg,,25,Unknown,Ireland (First Division),Irish First Division,30/11/2024,€200 p/w,-,,Unknown,-,-,N/A,N/A,2,-,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,2,-,0,-,0,-,-,-,17,-,20,85%,-,0,-,0,-,0,-,0,0,-,0,-,0,-,-,0,-,100%,-,2,-,0,0,-,-,-,0.00,-,0,-,5.0km,-,0,-,0,-,-,-,0,0,-,-,0,-,-,120,0,0.00,-,-,-,-,1,-,0,-,0,-,0,-,-,-,0,-,0.00,-,-,18.50,37,,,-,-,-,-,-,-,0,1,-,0,1,50%,0,0,-,0.00,-,0.00,-,-,-,6.30,-,0,0 (2),4,119,4,-,-,,IRL
52087247,- -  -,FrA,Cian Lynch,"AM (R), ST (C)",,IRL,"5'9""",70 kg,,25,€0,Ireland,-,-,-,-,,Unknown,-,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,17,2,-,-,,IRL
2000274217,- -  -,Ama,Luke Casey,AM (RL),Rockmount,IRL,"5'11""",74 kg,,23,Unknown,Ireland (Munster Premier Division),Irish Munster Senior League Premier Division,-,N/A,-,,Unknown,Cork,-,N/A,N/A,39,1.20,6,8,75%,0.80,0%,0.00,0,0.60,0.00,0,4,-,-,-,-,2.40,12,2.40,12,11.00,55,8.40,19.40,27.40,137,32.00,160,86%,1.00,5,1.20,6,3.80,19,14%,2,0,0.00,0,1.40,7,0.00,1.40,7,11.00,38%,3.00,15,4.80,0,2,-,-,-,0.19,2.20,11,12.0km,60.0km,1.40,7,9.80,49,31%,-,1.20,6,2,0.40,0.20,1,0.20,7.80,30,2,0.75,-,0.80,2.00,-,4,5,0,1.05,0,-,0,-,-,-,0,0.15,0.75,-,-,90.00,450,,,-,-,-,-,-,-,0,1,-,4,0,20%,3,4,0.15,-0.75,0.30,1.52,-,-,-,6.56,-,1,5,3,27,4,-,-,,IRL
2000064528,- -  -,Ama,Aaron McBride,D (C),Edenderry,IRL,"6'0""",78 kg,,22,Unknown,Ireland (Leinster First Division),Irish Leinster Senior League First Division,-,N/A,-,,Unknown,Offaly,-,N/A,N/A,0,1.50,6,7,86%,0.25,0%,0.00,0,0.00,0.00,0,1,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,13.75,55,20.00,80,69%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.01,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,0.25,-,58,0,0.01,-,0.00,0.00,-,0,4,0,1.30,0,-,0,-,-,-,0,0.00,0.01,-,-,90.00,360,,,-,-,-,-,-,-,0,0,-,0,4,0%,5,0,0.00,-0.01,0.00,0.00,-,-,-,7.22,-,1,4,1,58,1,-,-,,IRL
2000324598,- -  -,,Kylan Depieaza,ST (C),Gloucester,ENG,"5'10""",71 kg,,18,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€275 p/w,-,,Unknown,-,ST (C),N/A,N/A,14,2.68,5,5,100%,1.61,33%,0.54,1,0.00,0.00,0,3,-,-,-,-,0.00,0,1.07,2,4.82,9,3.21,3.21,18.21,34,18.75,35,97%,0.00,0,0.00,0,0.00,0,-,3,0,0.00,0,-,0,0.00,0.54,1,3.75,0%,0.00,0,7.50,0,0,-,-,-,0.16,-,0,12.5km,23.4km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,-,7.50,10,0,0.49,-,0.00,1.61,-,0,2,0,0.55,0,-,0,-,-,-,0,0.26,0.49,-,-,18.67,168,,,-,-,-,-,-,-,0,1,-,7,1,11%,3,2,0.26,-0.49,0.00,0.00,-,-,-,6.50,-,0,2 (7),1,10,1,-,-,,ENG
28100543,- -  -,Ama,Philip Gannon,"DM, M (C)",Tolka Rovers,IRL,"5'11""",77 kg,,27,Unknown,Ireland (Munster Premier Division),Irish Munster Senior League Premier Division,-,N/A,-,,Unknown,-,-,N/A,N/A,9,1.80,9,9,100%,0.20,0%,0.00,0,0.00,0.20,1,1,-,-,-,-,1.60,8,0.80,4,1.40,7,2.40,3.40,18.80,94,26.60,133,71%,0.20,1,0.00,0,0.40,2,0%,0,0,0.00,0,0.20,1,0.20,0.40,2,3.00,33%,0.60,3,1.20,0,0,-,-,-,0.81,-,0,2.3km,11.6km,0.00,0,0.40,2,-,-,0.20,1,0,-,-,0,-,1.80,119,1,0.81,-,0.00,0.40,-,0,5,0,1.15,0,-,0,-,-,-,0,0.16,0.81,-,-,90.00,450,,,-,-,-,-,-,-,0,0,-,1,4,0%,12,7,0.16,-0.81,0.04,0.22,-,-,-,6.68,-,0,5,5,113,5,-,-,,IRL
52075589,- -  -,Ama,Eric Donnelly,GK,TEK Utd,IRL,"6'6""",84 kg,,26,Unknown,Ireland (Leinster Senior 1B),Irish Leinster Senior League 1B,-,N/A,-,,Unknown,-,-,N/A,N/A,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,0%,0.00,0,0.00,0,0.00,0,0.00,0.00,11.50,46,20.00,80,58%,0.00,0,-,-,-,-,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,-,-,0%,0.00,0.00,0.00,-,0,0.0km,0.0km,-,-,-,-,-,-,0.00,-,0,-,-,-,-,-,27,0,0.00,-,0.00,0.00,0,0,4,0,1.30,1,-,0,-,0,0,0,0.00,0.00,-,0.00,90.00,360,,,-,-,-,-,-,3,0,0,-,0,4,0%,0,2,0.00,0.00,0.00,0.00,0.75,0.50,2,7.75,-,0,4,-,27,-,-,-,,IRL
28093200,- -  -,,Keenan Quansah,D (RC),Southport,ENG,"6'4""",80 kg,,26,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€350 p/w,-,,Unknown,Warrington,D (C),N/A,N/A,286,1.93,56,73,77%,0.59,47%,0.28,8,0.24,0.17,5,17,-,-,-,-,4.00,116,2.07,60,5.93,172,16.00,11.72,41.45,"1,202",51.28,"1,487",81%,0.76,22,0.21,6,1.66,48,13%,0,1,0.14,4,0.76,22,1.00,1.66,48,6.79,80%,7.90,229,1.97,0,0,-,-,-,0.07,0.69,20,12.0km,348.1km,0.21,6,1.66,48,12%,12%,1.62,47,9,0.31,0.31,9,0.10,9.86,235,5,1.15,-,1.66,1.34,-,48,27,0,1.33,2,-,0,-,-,-,0,0.04,1.15,105.00,-,58.00,"2,610",,,-,-,-,-,0.07,-,2,15,-,15,15,33%,31,4,0.04,0.85,0.08,2.41,-,-,-,6.80,"1,305.00",3,27 (18),4,229,5,-,-,,ENG
90040871,- -  -,,Ryan Fryatt,D (C),Peterborough Sports,ENG,"6'1""",84 kg,,30,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€400 p/w,-,,Unknown,-,D (C),N/A,N/A,144,1.15,19,25,76%,0.12,50%,0.06,1,0.00,0.42,7,2,-,-,-,-,4.78,79,1.33,22,4.06,67,12.84,10.48,43.06,711,55.24,912,78%,0.73,12,0.06,1,0.24,4,25%,0,0,0.18,3,0.73,12,0.91,1.64,27,6.54,63%,5.51,91,3.21,0,0,-,-,-,0.07,-,0,11.6km,192.1km,0.06,1,0.24,4,25%,-,2.48,41,1,0.06,0.61,10,-,8.72,424,1,0.15,-,1.45,1.21,-,24,16,0,1.54,1,-,0,-,-,-,0,0.01,0.15,-,-,57.15,"1,486",,,-,-,-,-,-,-,0,11,-,8,7,42%,9,1,0.01,-0.15,0.02,0.34,-,-,-,6.85,-,0,16 (10),37,418,37,-,-,,ENG
90094107,- -  -,Inj,John Lufudu,D/WB (R),South Shields,COD,"5'10""",70 kg,,29,€10K,England (Vanarama North),Vanarama National League North,30/6/2025,€875 p/w,-,,Unknown,-,D/WB (RL),N/A,N/A,26,0.56,2,2,100%,-,-,-,-,0.00,0.00,0,0,-,-,-,-,8.39,30,2.24,8,5.59,20,17.33,13.98,47.80,171,56.74,203,84%,1.40,5,1.12,4,6.71,24,17%,2,0,0.00,0,1.40,5,0.28,4.75,17,11.46,85%,6.15,22,1.12,0,0,-,-,-,0.00,-,0,13.2km,47.2km,1.12,4,6.71,24,16%,-,2.24,8,1,0.28,0.28,1,0.28,7.27,111,0,0.00,-,1.96,1.12,-,7,1,0,1.75,0,-,0,-,-,-,0,0.00,0.00,-,-,46.00,322,,,-,-,-,-,-,-,0,4,-,2,1,57%,2,1,0.00,0.00,0.16,0.56,-,-,-,6.94,-,1,1 (6),4,109,4,-,-,,COD
52098361,- -  -,Ama,Charles Mutawe,D (C),Maynooth Town,IRL,"6'1""",77 kg,,23,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,-,-,N/A,N/A,53,1.26,8,8,100%,1.26,13%,0.16,1,0.47,0.79,5,8,-,-,-,-,4.89,31,1.11,7,2.37,15,21.47,2.21,43.89,278,52.42,332,84%,0.16,1,0.00,0,0.16,1,0%,1,0,0.16,1,0.79,5,0.79,0.47,3,4.74,75%,6.32,40,2.05,0,0,-,-,-,0.20,0.16,1,10.8km,68.6km,0.00,0,1.42,9,-,-,1.26,8,0,-,0.16,1,-,8.37,52,1,1.60,-,1.42,1.58,-,9,6,0,1.30,0,-,0,-,-,-,0,0.25,1.60,-,-,95.00,570,,,-,-,-,-,-,-,0,2,-,3,1,33%,5,5,0.25,-1.60,0.00,0.00,-,-,-,6.60,-,0,6,1,48,1,-,-,,IRL
29123316,- -  -,,Alex Fletcher,"DM, M (C)",Rushall,ENG,"5'9""",70 kg,,27,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€180 p/w,-,,Unknown,Stourbridge,"DM, M (C)",N/A,N/A,41,2.48,28,39,72%,0.62,43%,0.27,3,0.44,0.18,2,7,-,-,-,-,5.32,60,2.48,28,10.82,122,7.36,6.38,48.77,550,54.53,615,89%,2.13,24,0.18,2,0.53,6,29%,0,0,0.09,1,2.13,24,0.00,1.33,15,8.33,29%,1.06,12,2.57,0,0,-,-,-,0.28,0.44,5,13.9km,157.1km,0.18,2,0.62,7,33%,14%,1.33,15,7,0.62,0.53,6,0.27,3.64,245,1,1.98,-,1.86,1.77,-,21,8,0,1.00,1,50%,1,-,-,-,2,0.04,0.40,689.00,-,28.19,"1,015",,,-,-,-,-,0.09,-,1,10,-,20,6,28%,15,4,0.18,-0.98,0.20,2.23,-,-,-,6.87,"1,015.00",3,8 (28),20,244,20,-,-,,ENG
2000024187,- -  -,,Harry Arnison,M/AM (C),Blyth,AUS,"5'8""",79 kg,,22,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€300 p/w,-,,Unknown,-,M (C),N/A,N/A,21,1.80,5,5,100%,2.52,29%,0.72,2,1.80,0.00,0,7,-,-,-,-,3.96,11,1.44,4,7.20,20,7.20,13.32,34.56,96,42.12,117,82%,0.72,2,0.36,1,1.80,5,20%,1,1,0.00,0,0.72,2,0.36,3.24,9,13.32,19%,1.44,4,6.12,1,0,-,-,-,0.11,2.52,7,15.0km,41.7km,0.36,1,1.80,5,20%,29%,0.36,1,1,0.36,0.36,1,-,7.56,95,0,0.75,-,3.60,1.44,-,10,1,0,2.31,0,-,0,-,-,-,0,0.27,0.75,160.00,-,19.23,250,,,-,-,-,-,0.72,-,2,9,-,1,3,69%,2,1,0.27,1.25,0.12,0.33,-,-,-,7.03,125.00,0,1 (12),12,92,14,-,-,,AUS
